stat_id,player_id,player_name,age,gender,country,game_id,game_name,total_games_played,total_wins,total_losses,total_moves,total_time_played_minutes,win_ratio,rating,last_played
340da8a9-ba61-11ef-9d4e-00155d326b4e,d13b8cfd-ba60-11ef-9d4e-00155d326b4e,"Anthony Rodriguez",38,Non-Binary,France,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,213,108,105,6402,7161,50.70,3,"2024-12-11 10:30:00"
340da93d-ba61-11ef-9d4e-00155d326b4e,d13e705d-ba60-11ef-9d4e-00155d326b4e,"Michael Martinez",54,Male,Italy,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,116,63,53,3421,4119,54.31,3,"2024-12-12 10:43:00"
340dbf7a-ba61-11ef-9d4e-00155d326b4e,d18787b0-ba60-11ef-9d4e-00155d326b4e,"Joseph Davis",52,Non-Binary,Australia,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,201,99,102,6230,6940,49.25,3,"2024-12-08 14:21:00"
340de868-ba61-11ef-9d4e-00155d326b4e,d146fa5a-ba60-11ef-9d4e-00155d326b4e,"Michael Garcia",54,Female,Japan,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,71,34,37,2035,2410,47.89,3,"2024-12-02 03:11:00"
340ecda0-ba61-11ef-9d4e-00155d326b4e,d161617b-ba60-11ef-9d4e-00155d326b4e,"Michael Jackson",18,Male,Spain,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,93,50,43,2692,3211,53.76,3,"2024-12-02 06:01:00"
340ef63a-ba61-11ef-9d4e-00155d326b4e,d16b2de6-ba60-11ef-9d4e-00155d326b4e,"Ava Lopez",54,Female,Australia,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,128,60,68,3823,4424,46.88,3,"2024-12-12 12:17:00"
340f8618-ba61-11ef-9d4e-00155d326b4e,d13487fa-ba60-11ef-9d4e-00155d326b4e,"Sophia Wilson",22,Non-Binary,USA,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,111,56,55,3283,4017,50.45,3,"2024-12-07 05:29:00"
340fe35d-ba61-11ef-9d4e-00155d326b4e,d185d666-ba60-11ef-9d4e-00155d326b4e,"Ava Rodriguez",27,Female,Germany,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,204,104,100,6197,7321,50.98,3,"2024-12-09 17:21:00"
34108ee9-ba61-11ef-9d4e-00155d326b4e,d1371dea-ba60-11ef-9d4e-00155d326b4e,"Charles Thomas",44,Female,France,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,122,71,51,3471,4214,58.20,3,"2024-12-02 20:54:00"
3410f1fc-ba61-11ef-9d4e-00155d326b4e,d0d27733-ba60-11ef-9d4e-00155d326b4e,"Evelyn Davis",26,Male,Brazil,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,189,87,102,5441,6556,46.03,3,"2024-12-12 21:01:00"
3411c462-ba61-11ef-9d4e-00155d326b4e,d17d142b-ba60-11ef-9d4e-00155d326b4e,"David Anderson",52,Male,USA,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,57,40,17,1698,2156,70.18,4,"2024-12-02 04:40:00"
34125849-ba61-11ef-9d4e-00155d326b4e,d150f5f6-ba60-11ef-9d4e-00155d326b4e,"Robert Rodriguez",44,Non-Binary,Spain,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,89,47,42,2539,3141,52.81,3,"2024-12-11 14:14:00"
34130fe4-ba61-11ef-9d4e-00155d326b4e,d14637b6-ba60-11ef-9d4e-00155d326b4e,"John Garcia",24,Female,Italy,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,162,77,85,4868,5805,47.53,3,"2024-12-06 07:55:00"
34133c75-ba61-11ef-9d4e-00155d326b4e,d16a2164-ba60-11ef-9d4e-00155d326b4e,"Daniel Garcia",18,Male,Italy,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,213,113,100,5920,7290,53.05,3,"2024-12-12 08:51:00"
341374d8-ba61-11ef-9d4e-00155d326b4e,d0d7d242-ba60-11ef-9d4e-00155d326b4e,"Sophia Miller",35,Non-Binary,UK,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,118,65,53,3471,4063,55.08,3,"2024-12-10 23:34:00"
3413a355-ba61-11ef-9d4e-00155d326b4e,d10c304f-ba60-11ef-9d4e-00155d326b4e,"Emily Jackson",41,Non-Binary,France,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,68,35,33,1856,2284,51.47,3,"2024-12-12 14:43:00"
3413f5b8-ba61-11ef-9d4e-00155d326b4e,d1265daa-ba60-11ef-9d4e-00155d326b4e,"Evelyn Johnson",38,Male,Brazil,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,228,107,121,6571,7823,46.93,3,"2024-12-10 09:19:00"
3414737a-ba61-11ef-9d4e-00155d326b4e,d129fdbd-ba60-11ef-9d4e-00155d326b4e,"Matthew Jackson",32,Male,Spain,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,99,52,47,2927,3471,52.53,3,"2024-12-03 08:36:00"
34149ea8-ba61-11ef-9d4e-00155d326b4e,d0cd7427-ba60-11ef-9d4e-00155d326b4e,"Evelyn Hernandez",53,Male,Japan,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,175,87,88,5244,6360,49.71,3,"2024-12-12 17:15:00"
3414edbb-ba61-11ef-9d4e-00155d326b4e,d14eab22-ba60-11ef-9d4e-00155d326b4e,"David Wilson",36,Non-Binary,Spain,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,92,51,41,2696,3239,55.43,3,"2024-12-12 10:32:00"
3415a17e-ba61-11ef-9d4e-00155d326b4e,d0e3e11e-ba60-11ef-9d4e-00155d326b4e,"David Lopez",18,Non-Binary,Japan,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,60,33,27,1757,2121,55.00,3,"2024-12-09 09:26:00"
3415c887-ba61-11ef-9d4e-00155d326b4e,d11ba766-ba60-11ef-9d4e-00155d326b4e,"Ava Taylor",30,Female,Japan,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,164,76,88,4621,5736,46.34,3,"2024-12-13 00:40:00"
3415d4e6-ba61-11ef-9d4e-00155d326b4e,d15fa65c-ba60-11ef-9d4e-00155d326b4e,"Michael Martin",45,Male,UK,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,164,85,79,4875,5599,51.83,3,"2024-12-12 00:20:00"
34161d61-ba61-11ef-9d4e-00155d326b4e,d11768ae-ba60-11ef-9d4e-00155d326b4e,"David Williams",52,Male,Italy,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,154,73,81,4466,5043,47.40,3,"2024-12-04 06:50:00"
34163263-ba61-11ef-9d4e-00155d326b4e,d174ab47-ba60-11ef-9d4e-00155d326b4e,"Harper Martin",30,Male,France,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,143,68,75,4427,4845,47.55,3,"2024-12-13 00:07:00"
3416745c-ba61-11ef-9d4e-00155d326b4e,d12ee58c-ba60-11ef-9d4e-00155d326b4e,"Amelia Wilson",51,Male,Japan,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,210,99,111,6074,7031,47.14,3,"2024-12-12 05:04:00"
341690a8-ba61-11ef-9d4e-00155d326b4e,d1321f8b-ba60-11ef-9d4e-00155d326b4e,"William Hernandez",52,Female,Spain,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,124,58,66,3581,3722,46.77,3,"2024-12-12 15:09:00"
34171075-ba61-11ef-9d4e-00155d326b4e,d17f8172-ba60-11ef-9d4e-00155d326b4e,"Sophia Taylor",56,Non-Binary,France,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,178,91,87,5283,5805,51.12,3,"2024-12-11 01:49:00"
3417a90c-ba61-11ef-9d4e-00155d326b4e,d154e70a-ba60-11ef-9d4e-00155d326b4e,"Harper Davis",30,Non-Binary,Canada,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,185,85,100,5539,6430,45.95,3,"2024-12-09 21:06:00"
3417d687-ba61-11ef-9d4e-00155d326b4e,d105390d-ba60-11ef-9d4e-00155d326b4e,"Michael Johnson",57,Non-Binary,Italy,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,109,61,48,3158,3923,55.96,3,"2024-12-11 20:45:00"
3419348b-ba61-11ef-9d4e-00155d326b4e,d0fe79c3-ba60-11ef-9d4e-00155d326b4e,"Michael Johnson",47,Non-Binary,Canada,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,60,23,37,2013,2047,38.33,3,"2024-12-04 14:25:00"
34195d59-ba61-11ef-9d4e-00155d326b4e,d12ba468-ba60-11ef-9d4e-00155d326b4e,"David Martinez",39,Non-Binary,France,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,179,93,86,5406,5906,51.96,3,"2024-12-02 10:39:00"
341a4950-ba61-11ef-9d4e-00155d326b4e,d11d65ae-ba60-11ef-9d4e-00155d326b4e,"Emma Garcia",46,Male,Germany,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,153,67,86,4703,5460,43.79,3,"2024-12-11 01:47:00"
341a63ff-ba61-11ef-9d4e-00155d326b4e,d16c4b2c-ba60-11ef-9d4e-00155d326b4e,"Ava Thomas",50,Male,Canada,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,161,82,79,4773,5679,50.93,3,"2024-12-09 18:59:00"
341a81ca-ba61-11ef-9d4e-00155d326b4e,d143e4e9-ba60-11ef-9d4e-00155d326b4e,"Robert Anderson",26,Female,Germany,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,101,44,57,2986,3295,43.56,3,"2024-12-08 12:49:00"
341c41c0-ba61-11ef-9d4e-00155d326b4e,d0f24352-ba60-11ef-9d4e-00155d326b4e,"Anthony Garcia",48,Non-Binary,Italy,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,189,103,86,5464,6845,54.50,3,"2024-12-11 19:17:00"
341c626b-ba61-11ef-9d4e-00155d326b4e,d0fbd0bc-ba60-11ef-9d4e-00155d326b4e,"Emily Jones",23,Male,Australia,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,57,31,26,1773,2009,54.39,3,"2024-12-12 20:46:00"
341c9401-ba61-11ef-9d4e-00155d326b4e,d1793377-ba60-11ef-9d4e-00155d326b4e,"Joseph Gonzales",24,Male,Canada,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,116,64,52,3331,3968,55.17,3,"2024-12-08 22:01:00"
341cd13c-ba61-11ef-9d4e-00155d326b4e,d141989d-ba60-11ef-9d4e-00155d326b4e,"Olivia Wilson",40,Female,Australia,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,102,45,57,3153,3428,44.12,3,"2024-12-12 00:20:00"
341d47a6-ba61-11ef-9d4e-00155d326b4e,d144a0ff-ba60-11ef-9d4e-00155d326b4e,"Sophia Jackson",40,Non-Binary,UK,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,112,51,61,3201,3928,45.54,3,"2024-12-08 19:36:00"
341d87a2-ba61-11ef-9d4e-00155d326b4e,d171ca1d-ba60-11ef-9d4e-00155d326b4e,"Olivia Garcia",43,Male,Australia,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,66,29,37,1970,2175,43.94,3,"2024-12-07 18:32:00"
341e6289-ba61-11ef-9d4e-00155d326b4e,d123e2b2-ba60-11ef-9d4e-00155d326b4e,"Harper Gonzales",32,Non-Binary,France,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,74,39,35,2173,2514,52.70,3,"2024-12-12 06:01:00"
341ef91b-ba61-11ef-9d4e-00155d326b4e,d0d98373-ba60-11ef-9d4e-00155d326b4e,"Abigail Martin",19,Female,Australia,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,118,71,47,3554,3975,60.17,4,"2024-12-08 03:04:00"
341f4459-ba61-11ef-9d4e-00155d326b4e,d156a6ec-ba60-11ef-9d4e-00155d326b4e,"Abigail Garcia",35,Female,Canada,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,66,39,27,1883,2146,59.09,3,"2024-12-10 05:41:00"
341fe91c-ba61-11ef-9d4e-00155d326b4e,d13ac660-ba60-11ef-9d4e-00155d326b4e,"Daniel Anderson",27,Male,Spain,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,101,51,50,2897,3499,50.50,3,"2024-12-09 18:59:00"
34200936-ba61-11ef-9d4e-00155d326b4e,d0cf1b9b-ba60-11ef-9d4e-00155d326b4e,"Evelyn Rodriguez",29,Male,Australia,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,97,58,39,2749,3338,59.79,3,"2024-12-12 00:32:00"
34207f32-ba61-11ef-9d4e-00155d326b4e,d12d63f1-ba60-11ef-9d4e-00155d326b4e,"Charlotte Anderson",26,Non-Binary,Canada,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,75,34,41,2433,2541,45.33,3,"2024-12-12 07:57:00"
3420f5a5-ba61-11ef-9d4e-00155d326b4e,d120a405-ba60-11ef-9d4e-00155d326b4e,"Harper Martinez",42,Male,Germany,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,171,102,69,4992,5834,59.65,3,"2024-12-12 06:01:00"
3421a91a-ba61-11ef-9d4e-00155d326b4e,d14b510b-ba60-11ef-9d4e-00155d326b4e,"Charles Anderson",33,Non-Binary,Australia,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,179,91,88,5621,5957,50.84,3,"2024-12-12 20:46:00"
3421af12-ba61-11ef-9d4e-00155d326b4e,d0d48e3b-ba60-11ef-9d4e-00155d326b4e,"Robert Martin",45,Male,Brazil,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,73,31,42,1968,2370,42.47,3,"2024-12-02 23:02:00"
3421f174-ba61-11ef-9d4e-00155d326b4e,d15d53b7-ba60-11ef-9d4e-00155d326b4e,"Evelyn Martinez",36,Non-Binary,Australia,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,205,102,103,6184,6852,49.76,3,"2024-12-12 14:43:00"
3422432d-ba61-11ef-9d4e-00155d326b4e,d1008d76-ba60-11ef-9d4e-00155d326b4e,"Daniel Johnson",21,Non-Binary,Australia,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,134,67,67,4074,4520,50.00,3,"2024-12-12 21:01:00"
3422618d-ba61-11ef-9d4e-00155d326b4e,d1045462-ba60-11ef-9d4e-00155d326b4e,"Thomas Jackson",32,Female,Italy,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,93,47,46,2789,3242,50.54,3,"2024-12-03 23:20:00"
3422d2c4-ba61-11ef-9d4e-00155d326b4e,d0ebc90b-ba60-11ef-9d4e-00155d326b4e,"Mia Martin",37,Female,USA,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,181,86,95,5444,5995,47.51,3,"2024-12-09 17:08:00"
3422e4c2-ba61-11ef-9d4e-00155d326b4e,d15a21a5-ba60-11ef-9d4e-00155d326b4e,"Abigail Taylor",28,Female,UK,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,72,39,33,2070,2565,54.17,3,"2024-12-02 06:13:00"
3422eef5-ba61-11ef-9d4e-00155d326b4e,d152933d-ba60-11ef-9d4e-00155d326b4e,"Joseph Hernandez",46,Non-Binary,Germany,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,83,41,42,2595,2753,49.40,3,"2024-12-10 06:41:00"
3422ffab-ba61-11ef-9d4e-00155d326b4e,d11408f0-ba60-11ef-9d4e-00155d326b4e,"Ava Brown",20,Female,Spain,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,69,38,31,2071,2252,55.07,3,"2024-12-03 04:06:00"
34245470-ba61-11ef-9d4e-00155d326b4e,d13ff5f8-ba60-11ef-9d4e-00155d326b4e,"David Martinez",43,Male,USA,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,121,57,64,3608,4268,47.11,3,"2024-12-01 07:16:00"
3424aff9-ba61-11ef-9d4e-00155d326b4e,d14324a1-ba60-11ef-9d4e-00155d326b4e,"Sophia Gonzales",55,Non-Binary,Japan,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,207,105,102,6028,6860,50.72,3,"2024-12-12 03:26:00"
3424ef38-ba61-11ef-9d4e-00155d326b4e,d1804535-ba60-11ef-9d4e-00155d326b4e,"Abigail Martin",26,Male,Italy,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,182,84,98,5385,6193,46.15,3,"2024-12-12 03:59:00"
3425860d-ba61-11ef-9d4e-00155d326b4e,d0d0d0ea-ba60-11ef-9d4e-00155d326b4e,"Amelia Gonzales",38,Male,Japan,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,71,29,42,2134,2467,40.85,3,"2024-12-09 01:27:00"
3425b0cf-ba61-11ef-9d4e-00155d326b4e,d1584720-ba60-11ef-9d4e-00155d326b4e,"Charlotte Taylor",47,Female,UK,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,181,94,87,5079,6208,51.93,3,"2024-12-12 05:23:00"
34262e77-ba61-11ef-9d4e-00155d326b4e,d170013b-ba60-11ef-9d4e-00155d326b4e,"Harper Martinez",45,Female,UK,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,61,26,35,1853,2021,42.62,3,"2024-12-09 19:17:00"
34267051-ba61-11ef-9d4e-00155d326b4e,d0faee23-ba60-11ef-9d4e-00155d326b4e,"Evelyn Lopez",25,Male,UK,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,164,78,86,5089,5547,47.56,3,"2024-11-27 20:59:00"
34273979-ba61-11ef-9d4e-00155d326b4e,d182a620-ba60-11ef-9d4e-00155d326b4e,"Isabella Moore",30,Non-Binary,France,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,91,50,41,2791,2905,54.95,3,"2024-12-09 11:49:00"
342785c2-ba61-11ef-9d4e-00155d326b4e,d0db6fe0-ba60-11ef-9d4e-00155d326b4e,"Sophia Jones",21,Non-Binary,Japan,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,77,40,37,2351,2700,51.95,3,"2024-12-06 14:21:00"
3427a47b-ba61-11ef-9d4e-00155d326b4e,d1107d11-ba60-11ef-9d4e-00155d326b4e,"Anthony Lopez",32,Male,France,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,205,93,112,6137,7002,45.37,3,"2024-12-11 09:24:00"
3427d968-ba61-11ef-9d4e-00155d326b4e,d18a13c3-ba60-11ef-9d4e-00155d326b4e,"Emily Hernandez",34,Female,Italy,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,180,91,89,5134,6288,50.56,3,"2024-12-11 07:09:00"
3427f760-ba61-11ef-9d4e-00155d326b4e,d0f072ec-ba60-11ef-9d4e-00155d326b4e,"Matthew Brown",33,Non-Binary,Canada,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,202,89,113,6032,7166,44.06,3,"2024-12-09 10:28:00"
3428b93c-ba61-11ef-9d4e-00155d326b4e,d13074a1-ba60-11ef-9d4e-00155d326b4e,"John Rodriguez",52,Male,France,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,74,35,39,2202,2524,47.30,3,"2024-12-12 19:57:00"
3428df00-ba61-11ef-9d4e-00155d326b4e,d0cb6d25-ba60-11ef-9d4e-00155d326b4e,"Charles Williams",38,Male,UK,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,75,35,40,2134,2459,46.67,3,"2024-12-09 10:42:00"
3428e2ec-ba61-11ef-9d4e-00155d326b4e,d0d63777-ba60-11ef-9d4e-00155d326b4e,"Charles Martin",19,Female,Brazil,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,60,27,33,1876,1925,45.00,3,"2024-12-12 09:06:00"
34293bef-ba61-11ef-9d4e-00155d326b4e,d16837c8-ba60-11ef-9d4e-00155d326b4e,"Mia Gonzales",54,Female,Germany,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,124,65,59,3675,4060,52.42,3,"2024-12-06 15:59:00"
34297820-ba61-11ef-9d4e-00155d326b4e,d147be25-ba60-11ef-9d4e-00155d326b4e,"Amelia Lopez",30,Non-Binary,Italy,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,118,62,56,3602,4318,52.54,3,"2024-12-07 15:34:00"
3429aae8-ba61-11ef-9d4e-00155d326b4e,d11ef95e-ba60-11ef-9d4e-00155d326b4e,"Abigail Rodriguez",18,Female,Brazil,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,63,30,33,1927,2214,47.62,3,"2024-11-29 23:21:00"
3429bf02-ba61-11ef-9d4e-00155d326b4e,d1659dab-ba60-11ef-9d4e-00155d326b4e,"Sophia Gonzales",55,Male,UK,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,210,107,103,6468,7396,50.95,3,"2024-12-12 19:57:00"
342a295a-ba61-11ef-9d4e-00155d326b4e,d11266d1-ba60-11ef-9d4e-00155d326b4e,"Abigail Miller",49,Non-Binary,USA,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,179,85,94,4931,5993,47.49,3,"2024-12-13 00:07:00"
342a8232-ba61-11ef-9d4e-00155d326b4e,d18930a8-ba60-11ef-9d4e-00155d326b4e,"Amelia Gonzales",39,Non-Binary,UK,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,187,92,95,5456,6333,49.20,3,"2024-12-10 03:08:00"
342aed29-ba61-11ef-9d4e-00155d326b4e,d0ccaa82-ba60-11ef-9d4e-00155d326b4e,"Emily Wilson",27,Female,Spain,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,147,74,73,4401,5087,50.34,3,"2024-12-11 09:13:00"
342b2137-ba61-11ef-9d4e-00155d326b4e,d125965f-ba60-11ef-9d4e-00155d326b4e,"Mia Jones",55,Female,USA,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,80,48,32,2314,2754,60.00,4,"2024-12-10 21:53:00"
342b3ce2-ba61-11ef-9d4e-00155d326b4e,d17ea9ef-ba60-11ef-9d4e-00155d326b4e,"Emily Johnson",26,Male,UK,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,177,75,102,5273,6260,42.37,3,"2024-12-09 06:03:00"
342bb754-ba61-11ef-9d4e-00155d326b4e,d0f1619c-ba60-11ef-9d4e-00155d326b4e,"John Rodriguez",48,Non-Binary,Australia,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,187,97,90,5415,6318,51.87,3,"2024-12-11 19:17:00"
342bc759-ba61-11ef-9d4e-00155d326b4e,d0f5c9b2-ba60-11ef-9d4e-00155d326b4e,"Emily Moore",28,Male,UK,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,189,101,88,5702,6860,53.44,3,"2024-12-12 09:28:00"
342bd323-ba61-11ef-9d4e-00155d326b4e,d10243ad-ba60-11ef-9d4e-00155d326b4e,"Ava Garcia",37,Female,Germany,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,195,103,92,5621,6697,52.82,3,"2024-12-12 07:57:00"
342c0dd4-ba61-11ef-9d4e-00155d326b4e,d106fb31-ba60-11ef-9d4e-00155d326b4e,"Amelia Martinez",46,Female,Australia,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,198,101,97,5665,6995,51.01,3,"2024-12-10 06:34:00"
342cafc4-ba61-11ef-9d4e-00155d326b4e,d10a7c57-ba60-11ef-9d4e-00155d326b4e,"Isabella Williams",38,Non-Binary,Germany,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,138,73,65,4225,4716,52.90,3,"2024-12-12 16:47:00"
342d2aef-ba61-11ef-9d4e-00155d326b4e,d1633018-ba60-11ef-9d4e-00155d326b4e,"John Thomas",42,Female,Italy,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,148,69,79,4358,5504,46.62,3,"2024-12-07 14:08:00"
342d9632-ba61-11ef-9d4e-00155d326b4e,d119264c-ba60-11ef-9d4e-00155d326b4e,"Emily Garcia",26,Female,UK,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,171,86,85,5317,5586,50.29,3,"2024-12-11 22:59:00"
342da538-ba61-11ef-9d4e-00155d326b4e,d10de27f-ba60-11ef-9d4e-00155d326b4e,"Joseph Williams",42,Female,Italy,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,190,92,98,5386,6511,48.42,3,"2024-12-12 06:00:00"
342dba01-ba61-11ef-9d4e-00155d326b4e,d138e4dc-ba60-11ef-9d4e-00155d326b4e,"Emily Johnson",23,Female,Spain,d0ac190e-ba60-11ef-9d4e-00155d326b4e,battleship,61,29,32,1833,2243,47.54,3,"2024-12-08 10:28:00"
